repo,tstart,tstop,status,is_domi,max_co,repo_type,num_com,num_dvpr,num_cmt
ansible-role-jenkins-plugins,13,14,1,0,0.5,0,2,2,2
ansible-role-jenkins-plugins,12,13,0,1,1,0,1,1,6
fuel-plugin-vxlan,12,13,1,1,1,0,1,1,1
fuel-plugin-vxlan,11,12,0,1,1,0,1,1,1
oslosphinx,17,18,0,0,0.5,4,2,2,2
oslosphinx,16,17,0,1,1,4,1,1,2
oslosphinx,15,16,0,0,0.285714286,4,5,7,7
oslosphinx,14,15,0,0,0.333333333,4,4,6,6
oslosphinx,13,14,0,0,0.285714286,4,5,6,7
oslosphinx,12,13,0,0,0.25,4,4,4,4
oslosphinx,11,12,0,1,0.555555556,4,4,5,9
oslosphinx,10,11,0,1,0.777777778,4,3,4,9
oslosphinx,9,10,0,1,0.5,4,3,3,4
oslosphinx,8,9,0,0,0.333333333,4,5,5,6
oslosphinx,7,8,0,0,0.4,4,4,4,5
tempest-plugin-cookiecutter,16,17,1,1,1,1,1,1,1
tempest-plugin-cookiecutter,12,13,1,1,1,1,1,1,2
python-tricircleclient,17,18,0,0,0.4,3,4,4,5
python-tricircleclient,16,17,0,1,1,3,1,1,1
python-tricircleclient,15,16,0,0,0.4,3,5,7,20
python-tricircleclient,14,15,0,1,1,3,1,1,3
fuel-plugin-vmware-dvs,14,15,1,1,1,0,1,4,7
fuel-plugin-vmware-dvs,13,14,0,1,1,0,1,9,56
fuel-plugin-vmware-dvs,12,13,0,1,1,0,1,5,70
fuel-plugin-vmware-dvs,11,12,0,1,1,0,1,3,35
watcher-tempest-plugin,17,18,0,1,0.533333333,1,4,5,15
watcher-tempest-plugin,15,16,1,0,0.285714286,1,10,10,14
watcher-tempest-plugin,14,15,0,0,0.416666667,1,5,7,12
watcher-tempest-plugin,13,14,0,1,0.75,1,5,5,16
watcher-tempest-plugin,12,13,0,1,0.75,1,3,4,12
ironic-staging-drivers,17,18,0,1,0.583333333,1,5,8,12
ironic-staging-drivers,16,17,0,1,0.75,1,3,5,16
ironic-staging-drivers,15,16,0,1,0.80952381,1,5,7,21
ironic-staging-drivers,14,15,0,1,0.928571429,1,2,4,14
ironic-staging-drivers,13,14,0,1,0.636363636,1,3,4,11
ironic-staging-drivers,12,13,0,0,0.25,1,4,3,4
fuel-plugin-cinder-netapp,15,16,1,1,1,0,1,1,1
fuel-plugin-cinder-netapp,14,15,0,1,1,0,1,2,3
fuel-plugin-cinder-netapp,13,14,0,1,0.928571429,0,2,3,14
fuel-plugin-cinder-netapp,12,13,0,0,0.4,0,3,4,5
fuel-plugin-cinder-netapp,11,12,0,1,0.571428571,0,2,5,7
fuel-plugin-cinder-netapp,10,11,0,1,0.8,0,2,3,5
swiftonfile,16,17,1,1,1,1,1,1,1
swiftonfile,15,16,0,1,1,1,1,1,1
swiftonfile,13,14,1,1,0.75,1,2,2,4
swiftonfile,12,13,0,1,0.769230769,1,4,4,13
swiftonfile,11,12,0,1,0.818181818,1,3,4,11
swiftonfile,10,11,0,1,0.666666667,1,2,3,9
swiftonfile,9,10,0,1,0.985714286,1,2,5,70
swiftonfile,8,9,0,1,0.984375,1,2,7,64
swiftonfile,7,8,0,1,0.985714286,1,2,11,140
airship-berth,17,18,0,1,1,0,1,1,1
airship-berth,16,17,0,1,0.875,0,2,2,8
ansible-role-k8s-keystone,16,17,1,1,1,0,1,1,5
ansible-role-k8s-keystone,15,16,0,1,0.769230769,0,2,2,13
python-tackerclient,17,18,0,1,0.692307692,3,4,4,13
python-tackerclient,16,17,0,0,0.3125,3,5,11,16
python-tackerclient,15,16,0,0,0.2,3,8,9,15
python-tackerclient,14,15,0,0,0.166666667,3,11,14,18
python-tackerclient,13,14,0,0,0.243243243,3,15,21,37
python-tackerclient,12,13,0,0,0.222222222,3,12,13,27
python-tackerclient,11,12,0,1,0.466666667,3,7,7,15
python-tackerclient,10,11,0,1,1,3,1,1,7
python-tackerclient,9,10,0,1,0.875,3,2,2,8
osops-coda,15,16,1,1,1,2,1,1,1
osops-coda,14,15,0,1,1,2,1,1,1
bareon,16,17,1,1,0.75,1,2,2,4
bareon,15,16,0,1,0.625,1,3,3,8
bareon,14,15,0,1,0.923076923,1,4,5,39
bareon,13,14,0,1,0.94,1,4,19,50
bareon,12,13,0,1,0.891304348,1,4,19,46
bareon,11,12,0,1,0.982758621,1,2,16,58
bareon,10,11,0,1,0.959183673,1,2,9,49
bareon,9,10,0,1,0.952380952,1,2,3,21
os-performance-tools,12,13,1,1,0.925925926,2,2,2,27
monitorstack,17,18,0,0,0.5,1,2,2,2
monitorstack,16,17,0,0,0.5,1,2,2,2
monitorstack,15,16,0,1,0.8,1,5,8,45
molteniron,17,18,0,1,1,1,1,1,1
molteniron,15,16,1,0,0.5,1,2,2,2
molteniron,14,15,0,1,0.925925926,1,3,3,27
molteniron,13,14,0,1,1,1,1,1,1
congress-dashboard,17,18,0,0,0.416666667,1,6,9,12
congress-dashboard,16,17,0,1,0.8,1,2,2,5
congress-dashboard,15,16,0,1,0.727272727,1,6,6,22
murano-plugin-networking-sfc,13,14,1,1,1,1,1,3,5
debtcollector,17,18,0,1,0.6,1,2,3,5
debtcollector,16,17,0,1,0.666666667,1,2,2,3
debtcollector,15,16,0,0,0.333333333,1,4,4,6
debtcollector,14,15,0,1,0.5,1,3,3,4
debtcollector,13,14,0,0,0.166666667,1,6,6,6
debtcollector,12,13,0,0,0.375,1,4,5,8
debtcollector,11,12,0,1,0.571428571,1,5,6,14
debtcollector,10,11,0,1,0.857142857,1,2,3,14
ansible-role-systemd_service,17,18,0,1,0.555555556,0,5,7,18
ansible-role-systemd_service,15,16,1,1,1,0,1,1,3
vitrage,17,18,0,1,0.710526316,1,8,17,76
vitrage,16,17,0,1,0.71257485,1,14,32,167
vitrage,15,16,0,1,0.611111111,1,13,29,126
vitrage,14,15,0,1,0.526315789,1,10,26,95
vitrage,13,14,0,1,0.793103448,1,8,21,174
vitrage,12,13,0,1,0.989285714,1,3,16,280
networking-midonet,17,18,0,0,0.272727273,1,9,11,22
networking-midonet,16,17,0,1,0.820512821,1,5,6,39
networking-midonet,15,16,0,1,0.876923077,1,7,9,130
networking-midonet,14,15,0,1,0.769230769,1,9,16,78
networking-midonet,13,14,0,1,0.706521739,1,12,18,92
networking-midonet,12,13,0,1,0.71559633,1,7,15,109
networking-midonet,11,12,0,1,0.978947368,1,3,6,95
networking-midonet,10,11,0,1,1,1,1,5,106
networking-midonet,9,10,0,1,0.574074074,1,2,5,54
networking-midonet,8,9,0,0,0.25,1,9,11,12
networking-midonet,7,8,0,0,0.307692308,1,7,9,13
puppet-setproxy,11,12,1,1,1,0,1,1,1
monasca-transform,17,18,0,0,0.285714286,1,7,9,14
monasca-transform,16,17,0,0,0.5,1,2,2,2
monasca-transform,15,16,0,1,0.473684211,1,8,10,19
monasca-transform,14,15,0,1,0.526315789,1,6,8,19
monasca-transform,13,14,0,1,0.71875,1,3,4,32
tempest-lib,12,13,1,1,0.454545455,1,7,11,22
tempest-lib,11,12,0,1,0.45,1,7,20,40
tempest-lib,10,11,0,1,0.555555556,1,7,12,36
tempest-lib,9,10,0,1,0.71875,1,5,10,32
tempest-lib,8,9,0,0,0.272727273,1,10,15,33
tempest-lib,7,8,0,0,0.409090909,1,7,15,22
tempest-lib,6,7,0,0,0.444444444,1,4,6,9
tempest-lib,5,6,0,1,0.666666667,1,2,3,3
tempest-lib,4,5,0,0,0.5,1,2,2,2
charm-barbican,17,18,0,1,0.875,0,2,5,8
charm-barbican,16,17,0,1,1,0,1,5,10
charm-barbican,15,16,0,1,1,0,1,3,5
charm-barbican,14,15,0,1,1,0,1,1,5
charm-barbican,13,14,0,1,1,0,1,4,27
charm-barbican,12,13,0,1,1,0,1,2,6
charm-keystone-ldap,17,18,0,1,0.833333333,0,2,3,6
charm-keystone-ldap,16,17,0,1,1,0,1,5,9
charm-keystone-ldap,15,16,0,1,1,0,1,3,6
charm-keystone-ldap,14,15,0,1,1,0,1,1,8
fuel-plugin-ldap-slaves,13,14,1,1,1,0,1,1,1
kiloeyes,13,14,1,1,0.833333333,1,2,4,6
kiloeyes,12,13,0,1,0.875,1,3,3,16
kiloeyes,11,12,0,1,1,1,1,2,3
alexandria,12,13,1,1,0.666666667,1,3,3,6
alexandria,11,12,0,1,1,1,1,2,24
neutron-fwaas,17,18,0,0,0.297297297,1,15,23,37
neutron-fwaas,16,17,0,1,0.538461538,1,9,12,26
neutron-fwaas,15,16,0,0,0.186666667,1,18,34,75
neutron-fwaas,14,15,0,0,0.196428571,1,15,24,56
neutron-fwaas,13,14,0,0,0.240740741,1,14,22,54
neutron-fwaas,12,13,0,0,0.163265306,1,16,27,49
neutron-fwaas,11,12,0,0,0.204081633,1,13,23,49
neutron-fwaas,10,11,0,0,0.242105263,1,19,42,95
neutron-fwaas,9,10,0,0,0.25,1,22,43,68
neutron-fwaas,8,9,0,0,0.095238095,1,21,35,42
neutron-fwaas,7,8,0,0,0.193548387,1,20,38,62
neutron-fwaas,6,7,0,0,0.346153846,1,14,25,52
neutron-fwaas,5,6,0,0,0.178571429,1,14,16,28
neutron-fwaas,4,5,0,0,0.391304348,1,6,9,23
neutron-fwaas,2,3,0,1,1,1,1,1,1
neutron-fwaas,3,4,0,1,0.625,1,2,3,8
ansible-role-redhat-subscription,17,18,0,1,1,0,1,1,1
ansible-role-redhat-subscription,16,17,0,1,0.857142857,0,2,4,7
ansible-role-redhat-subscription,14,15,1,1,1,0,1,1,3
ansible-role-redhat-subscription,13,14,0,1,1,0,1,1,4
puppet-openstack_extras,17,18,0,0,0.304347826,0,7,12,23
puppet-openstack_extras,16,17,0,0,0.333333333,0,6,6,9
puppet-openstack_extras,15,16,0,1,0.55,0,3,5,20
puppet-openstack_extras,14,15,0,1,0.666666667,0,2,6,9
puppet-openstack_extras,13,14,0,1,0.75,0,5,7,20
puppet-openstack_extras,12,13,0,1,0.705882353,0,5,6,17
puppet-openstack_extras,11,12,0,1,0.619047619,0,5,7,21
puppet-openstack_extras,10,11,0,0,0.4,0,4,6,10
puppet-openstack_extras,9,10,0,1,1,0,1,1,1
openstack-ansible-os_monasca,17,18,0,1,0.5,0,8,11,24
openstack-ansible-os_monasca,16,17,0,0,0.333333333,0,6,7,9
openstack-ansible-os_monasca,15,16,0,1,0.538461538,0,3,6,13
openstack-ansible-os_monasca,14,15,0,1,0.458333333,0,5,10,24
openstack-ansible-os_monasca,13,14,0,1,0.857142857,0,2,3,7
openstack-ansible-galera_server,17,18,0,0,0.259259259,0,9,13,27
openstack-ansible-galera_server,16,17,0,0,0.441176471,0,7,12,34
openstack-ansible-galera_server,15,16,0,1,0.457142857,0,6,12,35
openstack-ansible-galera_server,14,15,0,1,0.6,0,7,13,35
openstack-ansible-galera_server,13,14,0,1,0.630434783,0,7,15,46
openstack-ansible-galera_server,12,13,0,1,0.6,0,7,11,20
radar,12,13,1,1,1,4,1,1,1
radar,10,11,1,1,1,4,1,1,2
radar,9,10,0,1,1,4,1,1,9
radar,8,9,0,1,1,4,1,2,21
charm-percona-cluster,17,18,0,1,0.857142857,0,3,7,14
charm-percona-cluster,16,17,0,1,0.888888889,0,3,8,18
charm-percona-cluster,15,16,0,1,1,0,1,7,21
charm-percona-cluster,14,15,0,1,0.8,0,3,7,10
charm-percona-cluster,13,14,0,1,1,0,1,6,22
charm-percona-cluster,12,13,0,1,1,0,1,8,14
charm-percona-cluster,11,12,0,1,1,0,1,8,94
charm-percona-cluster,10,11,0,1,1,0,1,7,86
charm-percona-cluster,9,10,0,1,0.733333333,0,2,6,60
charm-percona-cluster,8,9,0,1,1,0,1,1,13
charm-percona-cluster,7,8,0,1,1,0,1,1,12
python-qinlingclient,17,18,0,1,0.476190476,3,6,7,21
python-qinlingclient,16,17,0,1,0.722222222,3,5,5,18
python-qinlingclient,15,16,0,1,1,3,1,1,6
horizon,17,18,0,1,0.490654206,1,28,55,214
horizon,16,17,0,0,0.408906883,1,31,71,247
horizon,15,16,0,0,0.282208589,1,38,87,326
horizon,14,15,0,0,0.191588785,1,33,73,214
horizon,13,14,0,0,0.167938931,1,42,123,524
horizon,12,13,0,0,0.178308824,1,39,116,544
horizon,11,12,0,0,0.135566188,1,37,129,627
horizon,10,11,0,0,0.151226158,1,44,144,734
horizon,9,10,0,0,0.168081494,1,47,144,589
horizon,8,9,0,0,0.22327791,1,38,119,421
horizon,7,8,0,0,0.190883191,1,36,98,351
horizon,6,7,0,0,0.196202532,1,27,45,158
horizon,5,6,0,1,0.646788991,1,20,38,218
horizon,4,5,0,1,0.520920502,1,18,40,478
horizon,3,4,0,1,0.492662474,1,7,21,477
horizon,2,3,0,1,0.464285714,1,3,4,28
horizon,1,2,0,1,0.611111111,1,3,4,18
sahara-dashboard,17,18,0,0,0.4375,1,7,9,32
sahara-dashboard,16,17,0,0,0.217391304,1,10,17,23
sahara-dashboard,15,16,0,0,0.277777778,1,9,12,18
sahara-dashboard,14,15,0,0,0.384615385,1,7,9,13
sahara-dashboard,13,14,0,1,0.78,1,6,12,50
sahara-dashboard,12,13,0,1,0.514285714,1,8,13,70
sahara-dashboard,11,12,0,0,0.5,1,2,2,2
sahara-dashboard,10,11,0,1,0.75,1,2,3,4
sahara-dashboard,9,10,0,1,0.705882353,1,3,10,17
sahara-dashboard,8,9,0,1,0.508474576,1,4,8,59
sahara-dashboard,7,8,0,1,0.927419355,1,3,12,124
puppet-monasca,17,18,0,0,0.272727273,0,6,7,11
puppet-monasca,16,17,0,1,0.5,0,3,3,4
puppet-monasca,15,16,0,1,1,0,1,1,1
puppet-monasca,14,15,0,1,0.7,0,2,3,10
puppet-monasca,13,14,0,1,0.733333333,0,6,8,30
puppet-monasca,12,13,0,1,0.8,0,4,6,20
puppet-monasca,11,12,0,1,0.515151515,0,5,10,33
puppet-monasca,10,11,0,1,0.506493506,0,3,4,77
fuel-plugin-neutron-vpnaas,13,14,1,1,1,0,1,1,1
fuel-plugin-neutron-vpnaas,12,13,0,0,0.5,0,2,2,4
fuel-plugin-neutron-vpnaas,11,12,0,1,1,0,1,1,5
fuel-plugin-neutron-vpnaas,10,11,0,1,0.714285714,0,2,3,14
zun,17,18,0,1,0.447368421,1,11,26,228
zun,16,17,0,0,0.291497976,1,15,36,247
zun,15,16,0,0,0.266666667,1,21,46,285
zun,14,15,0,0,0.251798561,1,15,27,139
zun,13,14,0,0,0.255813953,1,13,25,86
openstack-ansible-os_monasca-agent,17,18,0,0,0.3125,0,7,9,16
openstack-ansible-os_monasca-agent,16,17,0,0,0.444444444,0,4,5,9
openstack-ansible-os_monasca-agent,15,16,0,1,0.6,0,2,2,5
openstack-ansible-os_monasca-agent,14,15,0,1,1,0,1,1,3
puppet-openstack-specs,17,18,0,0,0.5,0,2,2,2
puppet-openstack-specs,16,17,0,0,0.5,0,2,2,2
puppet-openstack-specs,14,15,1,1,1,0,1,1,1
puppet-openstack-specs,13,14,0,1,1,0,1,1,1
puppet-openstack-specs,12,13,0,1,1,0,1,1,1
puppet-openstack-specs,11,12,0,1,0.8,0,2,4,5
puppet-openstack-specs,10,11,0,0,0.5,0,2,2,2
puppet-openstack-specs,9,10,0,1,0.75,0,2,2,4
ansible-role-ara,17,18,0,1,0.904761905,0,3,4,21
ansible-role-ara,15,16,1,1,1,0,1,2,4
ansible-role-ara,14,15,0,1,1,0,1,2,6
ekko,13,14,1,0,0.5,1,2,2,2
ekko,12,13,0,1,0.583333333,1,4,4,12
openstack-ansible-os_sahara,17,18,0,1,0.571428571,0,9,11,21
openstack-ansible-os_sahara,16,17,0,1,0.454545455,0,6,9,11
openstack-ansible-os_sahara,15,16,0,1,0.476190476,0,6,9,21
openstack-ansible-os_sahara,14,15,0,1,0.619047619,0,6,11,21
openstack-ansible-os_sahara,13,14,0,1,0.514285714,0,7,10,35
osc-lib,17,18,0,1,0.583333333,5,5,7,12
osc-lib,16,17,0,0,0.357142857,5,6,6,14
osc-lib,15,16,0,0,0.25,5,9,12,24
osc-lib,14,15,0,0,0.444444444,5,4,6,9
osc-lib,13,14,0,1,0.534246575,5,13,25,73
osc-lib,12,13,0,0,0.314285714,5,15,30,70
osc-lib,11,12,0,0,0.215686275,5,12,19,51
osc-lib,10,11,0,0,0.292682927,5,12,13,41
osc-lib,9,10,0,0,0.333333333,5,12,14,45
osc-lib,8,9,0,0,0.263157895,5,11,12,19
osc-lib,7,8,0,0,0.378378378,5,6,5,37
osc-lib,6,7,0,0,0.4,5,5,5,15
osc-lib,5,6,0,1,0.666666667,5,6,7,30
karbor,17,18,0,0,0.375,1,4,6,8
karbor,16,17,0,1,0.454545455,1,11,15,66
karbor,15,16,0,0,0.407692308,1,12,25,130
karbor,14,15,0,0,0.398373984,1,12,32,123
karbor,13,14,0,1,0.492957746,1,12,24,142
karbor,12,13,0,1,0.534482759,1,5,10,58
cloudkitty-tempest-plugin,17,18,0,1,1,1,1,2,3
cloudkitty-tempest-plugin,16,17,0,1,1,1,1,1,1
sahara-plugin-spark,17,18,0,1,0.625,1,3,6,8
sahara-plugin-spark,16,17,0,0,0.222222222,1,7,8,9
sahara-plugin-spark,15,16,0,0,0.294117647,1,8,10,17
sahara-plugin-spark,14,15,0,0,0.333333333,1,3,3,3
sahara-plugin-spark,13,14,0,1,0.533333333,1,4,11,15
sahara-plugin-spark,12,13,0,1,0.423076923,1,9,18,26
sahara-plugin-spark,11,12,0,1,0.458333333,1,6,16,24
sahara-plugin-spark,10,11,0,1,0.567567568,1,6,14,37
sahara-plugin-spark,9,10,0,1,0.694444444,1,7,12,36
tc-as-a-service,15,16,1,1,0.833333333,1,2,2,6
tc-as-a-service,14,15,0,1,1,1,1,1,28
osops-tools-monitoring,17,18,0,1,0.666666667,2,2,3,3
osops-tools-monitoring,16,17,0,1,1,2,1,1,6
osops-tools-monitoring,15,16,0,1,1,2,1,1,3
osops-tools-monitoring,14,15,0,1,0.857142857,2,2,3,7
osops-tools-monitoring,13,14,0,1,0.545454545,2,3,5,11
osops-tools-monitoring,12,13,0,1,0.727272727,2,4,7,11
osops-tools-monitoring,11,12,0,1,1,2,1,1,2
mogan-specs,16,17,1,0,0.5,1,2,2,2
mogan-specs,15,16,0,1,1,1,1,1,4
mogan-specs,14,15,0,0,0.5,1,2,2,2
charm-ironic,16,17,1,1,1,0,1,1,1
steth,13,14,1,1,1,1,1,3,8
steth,12,13,0,1,0.871428571,1,4,8,70
openstack-ansible-lxc_container_create,17,18,0,0,0.4,0,10,16,30
openstack-ansible-lxc_container_create,16,17,0,1,0.65,0,5,9,20
openstack-ansible-lxc_container_create,15,16,0,0,0.321428571,0,6,10,28
openstack-ansible-lxc_container_create,14,15,0,1,0.5,0,4,9,10
openstack-ansible-lxc_container_create,13,14,0,1,0.829787234,0,6,11,47
openstack-ansible-lxc_container_create,12,13,0,1,0.538461538,0,5,8,13
python-distilclient,16,17,1,1,1,3,1,1,3
python-distilclient,15,16,0,1,0.7,3,3,4,10
python-distilclient,14,15,0,0,0.5,3,2,2,2
python-distilclient,13,14,0,0,0.5,3,2,2,2
salt-formula-kubernetes,14,15,1,0,0.48,0,4,6,25
salt-formula-kubernetes,13,14,0,1,0.944444444,0,3,5,36
ceilometer,17,18,0,1,0.516129032,1,12,17,31
ceilometer,16,17,0,0,0.382716049,1,20,39,162
ceilometer,15,16,0,0,0.364779874,1,18,39,159
ceilometer,14,15,0,0,0.425,1,16,41,200
ceilometer,13,14,0,0,0.290322581,1,24,57,155
ceilometer,12,13,0,1,1,1,1,1,1
python-mistralclient,17,18,0,1,0.45,3,8,14,20
python-mistralclient,16,17,0,1,0.466666667,3,5,9,15
python-mistralclient,15,16,0,0,0.322580645,3,9,20,31
python-mistralclient,14,15,0,1,0.428571429,3,12,17,42
python-mistralclient,13,14,0,0,0.268292683,3,12,19,41
python-mistralclient,12,13,0,0,0.28,3,9,11,25
python-mistralclient,11,12,0,0,0.297297297,3,10,12,37
python-mistralclient,10,11,0,0,0.404761905,3,5,10,42
python-mistralclient,9,10,0,1,0.454545455,3,6,8,55
python-mistralclient,8,9,0,1,0.555555556,3,2,4,9
cookbook-openstack-integration-test,17,18,0,1,0.833333333,0,2,2,6
cookbook-openstack-integration-test,16,17,0,0,0.333333333,0,4,4,6
cookbook-openstack-integration-test,15,16,0,1,0.6,0,3,3,5
cookbook-openstack-integration-test,14,15,0,1,0.5,0,3,3,4
cookbook-openstack-integration-test,13,14,0,0,0.428571429,0,3,3,7
cookbook-openstack-integration-test,12,13,0,1,1,0,1,1,1
cookbook-openstack-integration-test,11,12,0,1,0.857142857,0,2,3,7
cookbook-openstack-integration-test,10,11,0,0,0.4,0,4,5,10
cookbook-openstack-integration-test,9,10,0,1,1,0,1,1,1
snap-nova,16,17,1,0,0.5,0,2,2,2
snap-nova,15,16,0,1,1,0,1,2,16
snap-nova,14,15,0,1,1,0,1,1,4
tempest,17,18,0,0,0.247058824,1,16,49,170
tempest,16,17,0,0,0.218181818,1,25,55,220
tempest,15,16,0,0,0.183374083,1,29,76,409
tempest,14,15,0,0,0.273015873,1,27,73,315
tempest,13,14,0,0,0.205179283,1,33,112,502
tempest,12,13,0,0,0.365333333,1,33,93,375
tempest,11,12,0,0,0.375,1,31,91,400
tempest,10,11,0,0,0.268595041,1,29,97,484
tempest,9,10,0,0,0.319290466,1,33,112,451
tempest,8,9,0,0,0.33681073,1,30,125,671
tempest,7,8,0,0,0.33604336,1,31,90,369
tempest,6,7,0,0,0.378091873,1,22,57,283
tempest,5,6,0,0,0.133333333,1,17,27,90
tempest,4,5,0,1,0.483146067,1,9,19,89
tempest,3,4,0,1,0.631578947,1,2,3,19
xstatic-font-awesome,12,13,1,0,0.5,0,2,2,2
xstatic-font-awesome,11,12,0,1,1,0,1,1,1
xstatic-font-awesome,10,11,0,1,1,0,1,1,1
fuel-ccp-elasticsearch,15,16,1,1,1,0,1,1,1
charm-neutron-dynamic-routing,17,18,0,1,0.875,0,3,5,16
charm-neutron-dynamic-routing,16,17,0,1,1,0,1,1,1
python-heatclient,17,18,0,1,0.461538462,3,7,11,13
python-heatclient,16,17,0,0,0.428571429,3,5,10,14
python-heatclient,15,16,0,0,0.388888889,3,7,12,18
python-heatclient,14,15,0,1,0.548387097,3,10,17,31
python-heatclient,13,14,0,0,0.375,3,13,24,48
python-heatclient,12,13,0,0,0.260416667,3,15,39,96
python-heatclient,11,12,0,0,0.306122449,3,10,21,49
python-heatclient,10,11,0,1,0.444444444,3,9,20,45
python-heatclient,9,10,0,0,0.146341463,3,14,26,41
python-heatclient,8,9,0,0,0.285714286,3,17,32,119
python-heatclient,7,8,0,0,0.4,3,9,15,45
python-heatclient,6,7,0,1,0.924528302,3,4,8,53
instack-undercloud,17,18,0,1,0.794117647,0,6,21,34
instack-undercloud,16,17,0,1,0.918032787,0,5,27,61
instack-undercloud,15,16,0,1,0.928571429,0,3,26,84
instack-undercloud,14,15,0,1,0.939759036,0,4,26,83
instack-undercloud,13,14,0,1,1,0,1,27,110
instack-undercloud,12,13,0,1,1,0,1,18,63
instack-undercloud,11,12,0,1,0.973856209,0,4,38,153
instack-undercloud,10,11,0,1,0.975274725,0,3,31,364
instack-undercloud,9,10,0,1,0.985422741,0,2,13,343
instack-undercloud,8,9,0,1,0.990049751,0,2,5,201
fuel-plugin-external-emc,13,14,1,1,1,0,1,3,7
fuel-plugin-external-emc,12,13,0,1,1,0,1,1,1
fuel-plugin-external-emc,11,12,0,1,1,0,1,2,2
fuel-plugin-external-emc,10,11,0,1,1,0,1,1,2
cloudbase-init,17,18,0,1,1,0,1,1,6
cloudbase-init,16,17,0,1,1,0,1,1,1
cloudbase-init,15,16,0,1,0.958333333,0,2,6,24
cloudbase-init,14,15,0,1,0.833333333,0,2,4,12
cloudbase-init,13,14,0,1,0.5,0,3,3,4
cloudbase-init,12,13,0,1,0.857142857,0,2,4,7
cloudbase-init,11,12,0,1,1,0,1,5,56
cloudbase-init,10,11,0,1,0.893939394,0,2,6,66
cloudbase-init,9,10,0,1,0.953125,0,2,5,64
cloudbase-init,8,9,0,1,1,0,1,3,67
cloudbase-init,7,8,0,1,0.8125,0,3,4,16
cloudbase-init,6,7,0,1,0.909090909,0,2,2,22
pbrx,17,18,0,1,0.818181818,4,3,5,22
fuel-upgrade,13,14,1,1,1,0,1,1,1
fuel-upgrade,12,13,0,1,0.5,0,5,9,12
fuel-upgrade,11,12,0,1,0.555555556,0,2,6,9
fuel-upgrade,10,11,0,1,0.583333333,0,2,8,24
fuel-upgrade,9,10,0,1,0.733333333,0,4,9,75
fuel-upgrade,8,9,0,1,1,0,1,1,2
cloudcafe,17,18,0,1,1,1,1,1,2
cloudcafe,15,16,1,1,0.666666667,1,2,2,3
cloudcafe,14,15,0,1,1,1,1,2,4
cloudcafe,13,14,0,1,0.928571429,1,2,7,14
cloudcafe,12,13,0,1,0.916666667,1,2,7,12
cloudcafe,11,12,0,1,0.976190476,1,2,10,42
cloudcafe,10,11,0,1,0.978021978,1,2,12,91
cloudcafe,9,10,0,1,0.828828829,1,3,19,111
cloudcafe,8,9,0,1,0.949152542,1,3,14,118
cloudcafe,7,8,0,1,0.715277778,1,3,17,144
cloudcafe,6,7,0,1,1,1,1,1,1
python-zaqarclient,17,18,0,1,0.571428571,3,3,6,7
python-zaqarclient,16,17,0,0,0.363636364,3,5,6,11
python-zaqarclient,15,16,0,0,0.375,3,7,12,24
python-zaqarclient,14,15,0,0,0.35,3,8,12,20
python-zaqarclient,13,14,0,0,0.307692308,3,5,5,13
python-zaqarclient,12,13,0,0,0.29787234,3,9,11,47
python-zaqarclient,11,12,0,1,0.6875,3,4,6,16
python-zaqarclient,10,11,0,1,0.6,3,4,7,10
python-zaqarclient,9,10,0,1,0.666666667,3,7,8,24
python-zaqarclient,8,9,0,1,0.444444444,3,5,11,27
python-zaqarclient,7,8,0,1,0.571428571,3,4,6,21
keystoneauth-saml2,13,14,1,1,1,1,1,1,2
keystoneauth-saml2,12,13,0,0,0.25,1,4,4,4
keystoneauth-saml2,11,12,0,0,0.272727273,1,5,7,11
keystoneauth-saml2,10,11,0,1,0.428571429,1,5,5,7
keystoneauth-saml2,9,10,0,1,1,1,1,1,1
ironic-python-agent-builder,17,18,0,1,1,1,1,1,1
oslo.service,17,18,0,1,0.571428571,2,6,9,14
oslo.service,16,17,0,0,0.375,2,6,6,8
oslo.service,15,16,0,0,0.222222222,2,6,7,9
oslo.service,14,15,0,0,0.25,2,6,7,8
oslo.service,13,14,0,1,0.444444444,2,6,7,9
oslo.service,12,13,0,1,0.435897436,2,12,19,39
oslo.service,11,12,0,1,0.525423729,2,9,18,59
oslo.service,10,11,0,0,0.391304348,2,7,15,23
oslo.service,9,10,0,0,0.210526316,2,9,15,19
oslo.service,8,9,0,0,0.147058824,2,15,20,34
oslo.service,7,8,0,0,0.272727273,2,9,19,22
oslo.service,6,7,0,0,0.384615385,2,7,18,26
oslo.service,5,6,0,1,0.666666667,2,2,2,3
fuel-plugin-networking-sfc,13,14,1,1,1,0,1,2,7
networking-mlnx,17,18,0,1,0.7,1,4,7,10
networking-mlnx,16,17,0,1,0.9,1,2,4,10
networking-mlnx,15,16,0,1,0.944444444,1,2,5,18
networking-mlnx,14,15,0,1,0.894736842,1,3,5,19
networking-mlnx,13,14,0,1,0.903225806,1,3,6,31
networking-mlnx,12,13,0,1,0.857142857,1,4,6,21
networking-mlnx,11,12,0,1,1,1,1,4,16
networking-mlnx,10,11,0,0,0.2,1,15,28,90
networking-mlnx,9,10,0,0,0.3125,1,19,30,48
networking-mlnx,8,9,0,0,0.147058824,1,20,27,34
networking-mlnx,7,8,0,0,0.242424242,1,14,23,33
networking-mlnx,6,7,0,0,0.409090909,1,11,14,22
networking-mlnx,5,6,0,0,0.3,1,6,7,10
