repo,tstart,tstop,status,is_mono,m_ratio,repo_type,num_com,num_dvpr,num_cmt
xstatic-bootswatch,12,13,0,1,1.0,3,1,1,1
xstatic-bootswatch,11,12,0,1,1.0,3,1,1,1
k8s-cloud-provider,17,18,0,1,1.0,1,1,1,1
k8s-cloud-provider,15,16,1,1,0.5483870967741935,1,4,4,31
k8s-cloud-provider,14,15,0,0,0.38461538461538464,1,9,19,26
k8s-cloud-provider,13,14,0,0,0.38095238095238093,1,6,15,21
k8s-cloud-provider,12,13,0,0,0.42857142857142855,1,4,9,14
k8s-cloud-provider,11,12,0,0,0.3333333333333333,1,4,6,9
ansible-role-qdrouterd,17,18,0,1,0.6666666666666666,3,3,3,9
salt-formula-midonet,13,14,1,1,0.6666666666666666,3,2,2,3
downpour,15,16,1,1,1.0,1,1,1,19
downpour,14,15,0,1,1.0,1,1,1,23
ironic-inspector-tempest-plugin,17,18,0,1,1.0,1,1,1,1
fuel-ccp-glance,15,16,1,1,1.0,3,1,2,2
fuel-ccp-glance,14,15,0,1,0.7741935483870968,3,2,10,31
fuel-ccp-glance,13,14,0,1,0.8,3,2,7,15
requirements,17,18,0,0,0.32926829268292684,0,31,69,164
requirements,16,17,0,0,0.24064171122994651,0,28,72,187
requirements,15,16,0,0,0.1956521739130435,0,36,116,230
requirements,14,15,0,0,0.18994413407821228,0,28,94,179
requirements,13,14,0,0,0.3530751708428246,0,38,129,439
requirements,12,13,0,0,0.19172932330827067,0,36,127,266
requirements,11,12,0,0,0.28975265017667845,0,30,112,283
requirements,10,11,0,0,0.2517985611510791,0,19,70,139
requirements,9,10,0,0,0.19424460431654678,0,26,81,139
requirements,8,9,0,0,0.10101010101010101,0,23,52,99
requirements,7,8,0,0,0.20155038759689922,0,19,55,129
requirements,6,7,0,0,0.3,0,6,6,10
fuel-plugin-manila,14,15,1,1,1.0,3,1,3,15
fuel-plugin-manila,13,14,0,1,0.9130434782608695,3,2,4,69
python-solumclient,17,18,0,1,0.5,4,3,3,4
python-solumclient,16,17,0,1,1.0,4,1,1,1
python-solumclient,15,16,0,0,0.4166666666666667,4,4,7,12
python-solumclient,14,15,0,1,0.5454545454545454,4,5,6,11
python-solumclient,13,14,0,1,0.52,4,7,10,25
python-solumclient,12,13,0,1,0.6538461538461539,4,6,10,26
python-solumclient,11,12,0,1,0.6666666666666666,4,6,8,15
python-solumclient,10,11,0,1,0.9864864864864865,4,2,8,74
python-solumclient,9,10,0,1,0.5,4,6,9,28
python-solumclient,8,9,0,1,0.6857142857142857,4,3,6,35
xstatic-angular-ui-router,14,15,1,1,1.0,3,1,1,1
xstatic-angular-ui-router,13,14,0,1,1.0,3,1,1,3
charm-swift-storage,17,18,0,1,0.8421052631578947,3,3,11,19
charm-swift-storage,16,17,0,1,0.9230769230769231,3,2,8,13
charm-swift-storage,15,16,0,1,0.9230769230769231,3,2,9,13
charm-swift-storage,14,15,0,1,0.6666666666666666,3,4,6,9
charm-swift-storage,13,14,0,1,1.0,3,1,7,19
charm-swift-storage,12,13,0,1,1.0,3,1,7,29
charm-swift-storage,11,12,0,1,1.0,3,1,7,92
charm-swift-storage,10,11,0,1,0.95,3,2,10,40
charm-swift-storage,9,10,0,1,0.8085106382978723,3,3,10,47
charm-swift-storage,8,9,0,1,1.0,3,1,2,16
charm-swift-storage,7,8,0,1,1.0,3,1,4,26
charm-swift-storage,6,7,0,1,1.0,3,1,3,25
charm-swift-storage,5,6,0,1,1.0,3,1,1,1
charm-swift-storage,4,5,0,1,1.0,3,1,1,1
charm-swift-storage,3,4,0,1,1.0,3,1,1,4
fuel-plugin-mistral,13,14,1,1,1.0,3,1,3,5
magnum-tempest-plugin,17,18,0,1,0.5,1,2,2,2
magnum-tempest-plugin,16,17,0,1,0.5,1,2,2,4
magnum-tempest-plugin,15,16,0,0,0.3333333333333333,1,6,7,9
magnum-tempest-plugin,14,15,0,1,0.5,1,4,4,6
magnum-tempest-plugin,13,14,0,0,0.1724137931034483,1,11,14,29
magnum-tempest-plugin,12,13,0,0,0.2777777777777778,1,12,14,36
magnum-tempest-plugin,11,12,0,0,0.25,1,4,4,4
charm-interface-mysql-shared,14,15,1,1,1.0,3,1,1,1
neutron-dynamic-routing,17,18,0,0,0.3076923076923077,1,8,8,13
neutron-dynamic-routing,16,17,0,0,0.18181818181818182,1,13,17,22
neutron-dynamic-routing,15,16,0,0,0.23333333333333334,1,10,12,30
neutron-dynamic-routing,14,15,0,0,0.19230769230769232,1,12,14,26
neutron-dynamic-routing,13,14,0,0,0.2222222222222222,1,15,21,45
neutron-dynamic-routing,12,13,0,0,0.28125,1,12,17,32
neutron-dynamic-routing,11,12,0,0,0.3888888888888889,1,12,22,36
neutron-dynamic-routing,10,11,0,0,0.2,1,13,21,30
neutron-dynamic-routing,9,10,0,0,0.18181818181818182,1,8,11,11
neutron-dynamic-routing,8,9,0,0,0.2222222222222222,1,7,8,9
neutron-dynamic-routing,7,8,0,0,0.25,1,10,13,16
neutron-dynamic-routing,6,7,0,0,0.3333333333333333,1,5,5,6
neutron-dynamic-routing,5,6,0,0,0.4,1,4,4,5
xstatic-angular-mock,13,14,1,1,1.0,3,1,1,1
xstatic-angular-mock,9,10,1,1,1.0,3,1,1,1
loci-horizon,17,18,0,1,1.0,3,1,1,1
loci-horizon,16,17,0,1,1.0,3,1,1,1
puppet-openstack-cookiecutter,17,18,0,1,0.6923076923076923,3,2,3,13
puppet-openstack-cookiecutter,16,17,0,1,0.7142857142857143,3,2,2,7
puppet-openstack-cookiecutter,15,16,0,1,0.5333333333333333,3,4,6,15
puppet-openstack-cookiecutter,14,15,0,1,0.6666666666666666,3,2,2,3
puppet-openstack-cookiecutter,13,14,0,0,0.42857142857142855,3,4,5,21
puppet-openstack-cookiecutter,12,13,0,1,0.5,3,5,10,22
puppet-openstack-cookiecutter,11,12,0,1,0.9615384615384616,3,2,4,26
openstack-resource-agents,16,17,1,1,0.6666666666666666,0,2,2,3
openstack-resource-agents,15,16,0,1,1.0,0,1,1,1
openstack-resource-agents,14,15,0,1,0.6666666666666666,0,2,2,3
openstack-resource-agents,13,14,0,1,0.5,0,2,2,2
openstack-resource-agents,12,13,0,1,0.6857142857142857,0,4,6,35
openstack-resource-agents,9,10,1,1,0.5,0,2,2,2
openstack-resource-agents,8,9,0,1,0.6666666666666666,0,2,2,3
openstack-resource-agents,7,8,0,1,0.6666666666666666,0,2,2,3
openstack-resource-agents,6,7,0,1,0.6,0,2,2,5
openstack-resource-agents,5,6,0,1,0.7714285714285715,0,3,3,70
python-group-based-policy-client,16,17,1,1,1.0,4,1,1,1
python-group-based-policy-client,15,16,0,1,0.5,4,3,3,4
python-group-based-policy-client,14,15,0,1,0.8333333333333334,4,2,2,6
python-group-based-policy-client,13,14,0,1,0.6666666666666666,4,2,2,3
python-group-based-policy-client,12,13,0,1,0.75,4,3,3,8
python-group-based-policy-client,11,12,0,1,0.8333333333333334,4,2,3,6
python-group-based-policy-client,10,11,0,1,0.5,4,5,5,14
zun-ui,17,18,0,1,0.7058823529411765,1,7,8,34
zun-ui,16,17,0,1,0.7333333333333333,1,5,6,15
zun-ui,15,16,0,1,0.7777777777777778,1,6,8,54
zun-ui,14,15,0,1,1.0,1,1,3,8
zun-ui,13,14,0,1,1.0,1,1,3,6
ansible-role-cloud-launcher,14,15,1,1,1.0,3,1,1,1
ansible-role-cloud-launcher,13,14,0,1,1.0,3,1,1,20
ansible-role-cloud-launcher,12,13,0,1,1.0,3,1,1,1
automaton,17,18,0,1,0.8333333333333334,5,2,2,6
automaton,16,17,0,1,1.0,5,1,1,2
automaton,15,16,0,0,0.375,5,3,3,8
automaton,14,15,0,0,0.2,5,5,5,5
automaton,13,14,0,1,1.0,5,1,1,1
automaton,12,13,0,0,0.4,5,4,4,5
automaton,11,12,0,1,0.7894736842105263,5,4,5,19
automaton,10,11,0,1,1.0,5,1,1,38
loci-cinder,17,18,0,1,1.0,3,1,1,1
loci-cinder,16,17,0,1,1.0,3,1,1,1
loci-cinder,15,16,0,1,0.5714285714285714,3,4,4,14
loci-cinder,14,15,0,1,0.6,3,2,2,5
release-test,17,18,0,1,1.0,0,1,1,1
release-test,16,17,0,1,0.5,0,2,2,2
release-test,13,14,1,1,0.75,0,2,2,4
release-test,12,13,0,1,1.0,0,1,1,1
puppet-modulesync-configs,17,18,0,1,0.6,3,2,2,5
puppet-modulesync-configs,16,17,0,1,1.0,3,1,1,1
puppet-modulesync-configs,15,16,0,1,1.0,3,1,2,5
puppet-modulesync-configs,13,14,1,0,0.3333333333333333,3,3,3,3
puppet-modulesync-configs,12,13,0,1,0.75,3,2,2,4
puppet-modulesync-configs,11,12,0,1,0.8571428571428571,3,2,4,7
os-vif,17,18,0,0,0.3333333333333333,4,5,6,9
os-vif,16,17,0,1,0.6428571428571429,4,4,7,14
os-vif,15,16,0,0,0.3225806451612903,4,10,12,31
os-vif,14,15,0,0,0.46153846153846156,4,6,8,13
os-vif,13,14,0,0,0.391304347826087,4,8,12,23
os-vif,12,13,0,1,0.7692307692307693,4,3,3,26
loci-swift,16,17,1,1,1.0,3,1,1,1
sticks,16,17,1,1,1.0,1,1,1,1
sticks,12,13,1,1,1.0,1,1,1,1
sticks,11,12,0,1,1.0,1,1,2,7
openstack-ansible-os_rally,17,18,0,1,0.55,3,7,10,20
openstack-ansible-os_rally,16,17,0,1,1.0,3,1,2,6
openstack-ansible-os_rally,15,16,0,1,0.5454545454545454,3,3,5,11
openstack-ansible-os_rally,14,15,0,1,0.6875,3,5,9,16
openstack-ansible-os_rally,13,14,0,1,0.6,3,7,12,35
openstack-ansible-os_rally,12,13,0,1,1.0,3,1,1,6
openstackdocstheme,17,18,0,0,0.4444444444444444,5,6,8,18
openstackdocstheme,16,17,0,0,0.43478260869565216,5,7,9,23
openstackdocstheme,15,16,0,0,0.2978723404255319,5,13,17,47
openstackdocstheme,14,15,0,0,0.36363636363636365,5,8,9,11
openstackdocstheme,13,14,0,0,0.29411764705882354,5,9,9,17
openstackdocstheme,12,13,0,0,0.23809523809523808,5,9,9,21
openstackdocstheme,11,12,0,0,0.45454545454545453,5,5,7,33
openstackdocstheme,10,11,0,1,0.5476190476190477,5,6,6,42
magnetodb-specs,11,12,1,1,0.5,1,2,2,2
magnetodb-specs,10,11,0,0,0.4,1,3,4,5
magnetodb-specs,9,10,0,1,1.0,1,1,1,3
mistral-tempest-plugin,17,18,0,1,0.5,1,5,6,8
mistral-tempest-plugin,16,17,0,1,0.875,1,2,4,8
mistral-tempest-plugin,15,16,0,0,0.26666666666666666,1,7,10,15
mistral-tempest-plugin,14,15,0,0,0.16666666666666666,1,6,6,6
mistral-tempest-plugin,13,14,0,0,0.26666666666666666,1,7,8,15
mistral-tempest-plugin,12,13,0,1,0.8,1,2,2,5
neutron-specs,17,18,0,0,0.2,1,6,8,10
neutron-specs,16,17,0,1,1.0,1,1,1,1
neutron-specs,15,16,0,0,0.2727272727272727,1,6,8,11
neutron-specs,14,15,0,1,0.5,1,4,4,6
neutron-specs,13,14,0,1,0.7,1,3,8,10
neutron-specs,12,13,0,0,0.375,1,3,6,8
neutron-specs,11,12,0,0,0.3181818181818182,1,8,14,22
neutron-specs,10,11,0,0,0.23809523809523808,1,10,16,21
neutron-specs,9,10,0,0,0.3157894736842105,1,11,13,19
neutron-specs,8,9,0,1,1.0,1,1,1,1
python-scciclient,17,18,0,1,0.75,4,3,7,8
python-scciclient,16,17,0,1,0.5,4,3,4,4
python-scciclient,15,16,0,1,0.5714285714285714,4,3,5,7
python-scciclient,14,15,0,1,0.5,4,2,2,2
python-scciclient,13,14,0,1,0.75,4,2,2,4
python-scciclient,12,13,0,1,0.5714285714285714,4,4,5,7
python-scciclient,11,12,0,1,1.0,4,1,1,6
python-scciclient,10,11,0,1,1.0,4,1,1,4
osops-example-configs,12,13,1,1,1.0,0,1,1,1
osops-example-configs,11,12,0,1,1.0,0,1,1,1
osops-example-configs,10,11,0,1,1.0,0,1,1,2
cookbook-openstack-dashboard,17,18,0,1,0.8571428571428571,3,2,2,7
cookbook-openstack-dashboard,16,17,0,1,0.6,3,3,5,5
cookbook-openstack-dashboard,15,16,0,0,0.375,3,3,3,8
cookbook-openstack-dashboard,14,15,0,1,0.8,3,2,3,5
cookbook-openstack-dashboard,13,14,0,1,0.5,3,4,4,10
cookbook-openstack-dashboard,12,13,0,1,0.6,3,2,3,5
cookbook-openstack-dashboard,11,12,0,1,0.875,3,2,3,8
cookbook-openstack-dashboard,10,11,0,1,0.65,3,5,8,20
cookbook-openstack-dashboard,9,10,0,1,0.6923076923076923,3,6,11,26
cookbook-openstack-dashboard,8,9,0,0,0.4166666666666667,3,6,15,36
cookbook-openstack-dashboard,7,8,0,1,0.5454545454545454,3,5,11,55
cookbook-openstack-dashboard,6,7,0,1,0.5675675675675675,3,3,11,37
cookbook-openstack-dashboard,5,6,0,1,0.8717948717948718,3,4,8,39
cookbook-openstack-dashboard,4,5,0,1,0.9473684210526315,3,2,4,19
charm-neutron-api,17,18,0,1,0.9230769230769231,3,2,7,13
charm-neutron-api,16,17,0,1,0.9230769230769231,3,3,11,26
charm-neutron-api,15,16,0,1,0.9583333333333334,3,2,11,24
charm-neutron-api,14,15,0,1,1.0,3,1,4,8
charm-neutron-api,13,14,0,1,0.8235294117647058,3,6,12,34
charm-neutron-api,12,13,0,1,0.7454545454545455,3,7,15,55
charm-neutron-api,11,12,0,1,0.841726618705036,3,6,13,139
charm-neutron-api,10,11,0,1,0.7541899441340782,3,3,10,179
charm-neutron-api,9,10,0,1,0.868421052631579,3,4,7,114
cookbook-openstack-data-processing,14,15,1,1,1.0,3,1,1,1
cookbook-openstack-data-processing,13,14,0,1,1.0,3,1,1,1
cookbook-openstack-data-processing,11,12,1,1,1.0,3,1,1,1
cookbook-openstack-data-processing,10,11,0,1,0.5,3,3,3,6
cookbook-openstack-data-processing,9,10,0,1,1.0,3,1,1,1
openstack-ansible-os_keystone,17,18,0,0,0.3673469387755102,3,11,17,49
openstack-ansible-os_keystone,16,17,0,1,0.6666666666666666,3,4,7,21
openstack-ansible-os_keystone,15,16,0,1,0.6274509803921569,3,9,16,51
openstack-ansible-os_keystone,14,15,0,1,0.6363636363636364,3,6,14,44
openstack-ansible-os_keystone,13,14,0,1,0.6764705882352942,3,7,19,68
openstack-ansible-os_keystone,12,13,0,1,0.7058823529411765,3,5,10,34
openstack-ansible-os_keystone,11,12,0,1,0.9642857142857143,3,2,10,28
openstack-ansible-os_keystone,10,11,0,1,1.0,3,1,6,8
whereto,17,18,0,1,1.0,5,1,1,3
whereto,16,17,0,1,0.8181818181818182,5,3,4,22
whereto,15,16,0,1,1.0,5,1,1,11
osprofiler,17,18,0,1,0.5384615384615384,4,4,7,13
osprofiler,16,17,0,1,0.5,4,5,5,12
osprofiler,15,16,0,0,0.2916666666666667,4,7,10,24
osprofiler,14,15,0,0,0.34285714285714286,4,12,12,35
osprofiler,13,14,0,1,0.5,4,6,9,14
osprofiler,12,13,0,0,0.4634146341463415,4,9,12,41
osprofiler,11,12,0,1,0.6666666666666666,4,2,2,3
osprofiler,9,10,1,1,0.7659574468085106,4,4,5,47
osprofiler,8,9,0,1,1.0,4,1,1,7
cue-dashboard,17,18,0,1,1.0,1,1,1,1
cue-dashboard,12,13,1,0,0.3333333333333333,1,3,3,3
cue-dashboard,11,12,0,1,0.5,1,4,6,8
cue-dashboard,10,11,0,1,1.0,1,1,2,13
turbo-hipster,13,14,1,1,1.0,5,1,1,3
turbo-hipster,12,13,0,1,0.5,5,3,3,6
turbo-hipster,11,12,0,1,0.8181818181818182,5,3,3,11
turbo-hipster,10,11,0,1,0.8888888888888888,5,3,4,18
turbo-hipster,9,10,0,1,0.9090909090909091,5,3,4,22
turbo-hipster,8,9,0,1,0.9693877551020408,5,2,4,98
turbo-hipster,7,8,0,1,1.0,5,1,1,101
xstatic-jsencrypt,14,15,1,1,1.0,3,1,1,1
xstatic-jsencrypt,13,14,0,1,1.0,3,1,1,1
xstatic-jsencrypt,12,13,0,1,1.0,3,1,1,1
xstatic-jsencrypt,11,12,0,1,1.0,3,1,1,1
ironic-lib,17,18,0,0,0.4375,1,9,11,16
ironic-lib,16,17,0,1,0.5555555555555556,1,7,8,18
ironic-lib,15,16,0,0,0.3,1,11,13,20
ironic-lib,14,15,0,0,0.21428571428571427,1,7,11,14
ironic-lib,13,14,0,0,0.2692307692307692,1,9,15,26
ironic-lib,12,13,0,1,0.5,1,5,7,12
ironic-lib,11,12,0,0,0.35,1,9,9,20
ironic-lib,10,11,0,0,0.20754716981132076,1,16,28,53
ironic-lib,9,10,0,0,0.24285714285714285,1,14,30,70
ironic-lib,8,9,0,0,0.32653061224489793,1,11,19,49
ironic-lib,7,8,0,1,0.5652173913043478,1,11,17,69
ironic-lib,6,7,0,0,0.2948717948717949,1,12,23,78
ironic-lib,5,6,0,0,0.3157894736842105,1,11,16,19
ironic-lib,4,5,0,0,0.3333333333333333,1,7,11,15
xstatic-angular-bootstrap,13,14,1,1,0.8571428571428571,3,2,3,7
xstatic-angular-bootstrap,12,13,0,1,0.5,3,2,2,2
xstatic-angular-bootstrap,11,12,0,1,0.5,3,2,2,2
python-watcherclient,17,18,0,0,0.3125,4,8,12,16
python-watcherclient,16,17,0,0,0.29411764705882354,4,6,8,17
python-watcherclient,15,16,0,0,0.23809523809523808,4,7,14,21
python-watcherclient,14,15,0,0,0.3548387096774194,4,10,18,31
python-watcherclient,13,14,0,0,0.4146341463414634,4,13,22,41
python-watcherclient,12,13,0,1,0.5294117647058824,4,9,11,17
python-watcherclient,11,12,0,1,1.0,4,1,1,1
charm-heat,17,18,0,1,1.0,3,1,5,10
charm-heat,16,17,0,1,0.8888888888888888,3,3,10,18
charm-heat,15,16,0,1,1.0,3,1,7,10
charm-heat,14,15,0,1,1.0,3,1,4,8
charm-heat,13,14,0,1,1.0,3,1,5,19
charm-heat,12,13,0,1,1.0,3,1,7,42
charm-heat,11,12,0,1,1.0,3,1,7,31
charm-heat,10,11,0,1,1.0,3,1,5,31
charm-heat,9,10,0,1,1.0,3,1,2,3
charm-heat,8,9,0,1,1.0,3,1,2,25
nova-lxd,17,18,0,1,0.6666666666666666,1,5,6,12
nova-lxd,16,17,0,0,0.3333333333333333,1,6,8,12
nova-lxd,15,16,0,1,0.5,1,8,11,28
nova-lxd,14,15,0,1,0.6666666666666666,1,4,7,30
nova-lxd,13,14,0,1,0.6541353383458647,1,8,12,133
nova-lxd,12,13,0,1,0.8864864864864865,1,4,4,185
nova-lxd,11,12,0,1,0.75,1,3,5,220
nova-lxd,10,11,0,1,1.0,1,1,2,100
workload-ref-archs,17,18,0,1,0.6666666666666666,1,2,2,3
workload-ref-archs,16,17,0,1,1.0,1,1,1,2
workload-ref-archs,15,16,0,1,0.5,1,2,2,2
workload-ref-archs,14,15,0,1,0.9090909090909091,1,2,2,11
fuel-ccp-cinder,15,16,1,1,0.8,3,2,4,5
fuel-ccp-cinder,14,15,0,1,0.7272727272727273,3,2,10,22
oslo.log,17,18,0,1,0.7647058823529411,0,5,8,17
oslo.log,16,17,0,1,0.8181818181818182,0,3,7,11
oslo.log,15,16,0,1,0.5405405405405406,0,9,17,37
oslo.log,14,15,0,0,0.3076923076923077,0,8,12,13
oslo.log,13,14,0,0,0.2222222222222222,0,13,19,27
oslo.log,12,13,0,0,0.2571428571428571,0,12,18,35
oslo.log,11,12,0,0,0.2647058823529412,0,9,17,34
oslo.log,10,11,0,0,0.46153846153846156,0,10,17,39
oslo.log,9,10,0,0,0.3617021276595745,0,11,20,47
oslo.log,8,9,0,0,0.30303030303030304,0,10,21,33
oslo.log,7,8,0,0,0.2857142857142857,0,9,16,21
oslo.log,6,7,0,0,0.2727272727272727,0,9,14,22
oslo.log,5,6,0,0,0.3333333333333333,0,6,6,9
keystone-specs,17,18,0,0,0.375,1,5,5,8
keystone-specs,16,17,0,0,0.375,1,5,5,8
keystone-specs,15,16,0,0,0.45454545454545453,1,5,5,11
keystone-specs,14,15,0,0,0.3125,1,9,10,16
keystone-specs,13,14,0,0,0.45,1,8,12,20
keystone-specs,12,13,0,0,0.46153846153846156,1,8,13,26
keystone-specs,11,12,0,0,0.23809523809523808,1,11,13,21
keystone-specs,10,11,0,0,0.2608695652173913,1,13,20,46
keystone-specs,9,10,0,0,0.28,1,9,14,25
networking-l2gw-tempest-plugin,17,18,0,1,0.5,1,2,2,2
networking-l2gw-tempest-plugin,16,17,0,1,0.75,1,3,4,8
networking-l2gw-tempest-plugin,15,16,0,0,0.4166666666666667,1,6,11,12
networking-l2gw-tempest-plugin,14,15,0,0,0.4,1,3,4,5
networking-l2gw-tempest-plugin,13,14,0,1,0.5,1,7,8,20
networking-l2gw-tempest-plugin,12,13,0,1,0.6,1,3,5,10
networking-l2gw-tempest-plugin,11,12,0,1,0.875,1,3,8,16
networking-l2gw-tempest-plugin,10,11,0,1,0.9,1,3,9,30
congress-specs,17,18,0,1,0.5,1,3,3,4
congress-specs,15,16,1,1,1.0,1,1,1,2
congress-specs,14,15,0,1,0.5,1,2,2,2
congress-specs,13,14,0,1,1.0,1,1,1,1
congress-specs,11,12,1,1,0.5,1,2,2,2
congress-specs,10,11,0,1,0.7777777777777778,1,3,6,9
congress-specs,9,10,0,1,0.6666666666666666,1,2,3,3
puppet-tripleo,17,18,0,1,0.7938144329896907,3,10,41,97
puppet-tripleo,16,17,0,1,0.8114754098360656,3,9,54,122
puppet-tripleo,15,16,0,1,0.8449197860962567,3,12,58,187
puppet-tripleo,14,15,0,1,0.8843537414965986,3,10,40,147
puppet-tripleo,13,14,0,1,0.9568345323741008,3,6,32,139
puppet-tripleo,12,13,0,1,0.88,3,3,11,25
puppet-tripleo,11,12,0,1,0.8695652173913043,3,4,12,23
puppet-tripleo,10,11,0,1,1.0,3,1,4,16
fuel-plugin-elasticsearch-kibana,15,16,1,1,1.0,3,1,1,3
fuel-plugin-elasticsearch-kibana,14,15,0,1,0.6666666666666666,3,3,5,12
fuel-plugin-elasticsearch-kibana,13,14,0,1,0.676923076923077,3,2,7,65
fuel-plugin-elasticsearch-kibana,12,13,0,1,0.5056179775280899,3,3,8,89
fuel-plugin-elasticsearch-kibana,11,12,0,1,0.8823529411764706,3,2,4,34
fuel-plugin-elasticsearch-kibana,10,11,0,1,0.96,3,2,3,25
syntribos,17,18,0,1,1.0,1,1,1,2
syntribos,16,17,0,0,0.3333333333333333,1,5,4,9
syntribos,15,16,0,1,0.8333333333333334,1,3,5,12
syntribos,14,15,0,1,0.5846153846153846,1,5,13,65
syntribos,13,14,0,1,0.6902654867256637,1,6,10,113
syntribos,12,13,0,1,0.6388888888888888,1,5,10,36
syntribos,11,12,0,1,0.6222222222222222,1,2,4,45
devstack-plugin-libvirt-qemu,16,17,1,1,1.0,3,1,1,1
devstack-plugin-libvirt-qemu,15,16,0,1,1.0,3,1,1,1
castellan,17,18,0,1,0.5384615384615384,1,5,7,13
castellan,16,17,0,0,0.21428571428571427,1,8,9,14
castellan,15,16,0,0,0.36363636363636365,1,6,9,22
castellan,14,15,0,0,0.4666666666666667,1,4,6,15
castellan,13,14,0,0,0.2727272727272727,1,7,7,11
castellan,12,13,0,1,0.68,1,4,5,25
castellan,11,12,0,1,0.5789473684210527,1,5,8,19
castellan,10,11,0,0,0.25,1,6,7,8
monasca-ceilometer,17,18,0,0,0.3333333333333333,1,5,7,9
monasca-ceilometer,16,17,0,0,0.3333333333333333,1,4,4,6
monasca-ceilometer,15,16,0,0,0.2857142857142857,1,7,10,14
monasca-ceilometer,14,15,0,1,1.0,1,1,1,1
monasca-ceilometer,13,14,0,0,0.3333333333333333,1,3,3,3
monasca-ceilometer,12,13,0,1,0.5294117647058824,1,7,9,17
monasca-ceilometer,11,12,0,1,0.6666666666666666,1,2,4,21
monasca-ceilometer,10,11,0,1,0.5,1,2,2,2
monasca-ceilometer,9,10,0,1,0.9411764705882353,1,2,3,17
kuryr-tempest-plugin,17,18,0,1,0.7674418604651163,1,4,10,43
kuryr-tempest-plugin,16,17,0,1,0.8571428571428571,1,2,3,7
kuryr-tempest-plugin,15,16,0,1,0.875,1,2,2,8
octavia-tempest-plugin,17,18,0,1,0.5714285714285714,1,5,6,21
octavia-tempest-plugin,16,17,0,0,0.2857142857142857,1,5,6,7
cookbook-openstack-database,14,15,1,1,1.0,3,1,1,1
cookbook-openstack-database,11,12,1,1,0.6666666666666666,3,2,2,3
cookbook-openstack-database,10,11,0,0,0.45454545454545453,3,5,6,11
cookbook-openstack-database,9,10,0,1,0.5,3,3,3,16
stackalytics,17,18,0,0,0.2702702702702703,0,24,34,37
stackalytics,16,17,0,0,0.35294117647058826,0,33,61,68
stackalytics,15,16,0,0,0.23417721518987342,0,46,128,158
stackalytics,14,15,0,0,0.35,0,37,75,80
stackalytics,13,14,0,0,0.1836734693877551,0,41,88,98
stackalytics,12,13,0,0,0.14423076923076922,0,41,90,104
stackalytics,11,12,0,0,0.3228346456692913,0,41,89,127
stackalytics,10,11,0,0,0.3984375,0,38,84,128
stackalytics,9,10,0,0,0.4574468085106383,0,33,87,188
stackalytics,8,9,0,1,0.6601307189542484,0,31,52,153
stackalytics,7,8,0,1,0.8709677419354839,0,11,17,124
ci-cd-pipeline-app-murano,17,18,0,1,1.0,1,1,1,1
ci-cd-pipeline-app-murano,15,16,1,1,1.0,1,1,1,1
ci-cd-pipeline-app-murano,14,15,0,1,0.6,1,3,5,5
ci-cd-pipeline-app-murano,13,14,0,1,0.9015151515151515,1,4,10,132
ci-cd-pipeline-app-murano,12,13,0,1,0.7894736842105263,1,2,4,19
browbeat,17,18,0,1,0.7,1,7,14,50
browbeat,16,17,0,1,0.9811320754716981,1,2,6,53
browbeat,15,16,0,1,0.967741935483871,1,4,9,93
browbeat,14,15,0,1,0.9882352941176471,1,2,10,85
browbeat,13,14,0,1,0.9090909090909091,1,6,13,154
browbeat,12,13,0,1,0.9743589743589743,1,2,4,195
browbeat,11,12,0,1,1.0,1,1,2,22
puppet-ironic,17,18,0,0,0.2631578947368421,3,11,15,38
puppet-ironic,16,17,0,1,0.6086956521739131,3,3,10,23
puppet-ironic,15,16,0,0,0.46808510638297873,3,6,15,47
puppet-ironic,14,15,0,1,0.5357142857142857,3,7,14,28
puppet-ironic,13,14,0,1,0.5686274509803921,3,8,22,51
puppet-ironic,12,13,0,1,0.675,3,7,20,40
puppet-ironic,11,12,0,1,0.6052631578947368,3,9,17,38
puppet-ironic,10,11,0,1,1.0,3,1,6,14
puppet-ironic,9,10,0,0,0.2857142857142857,3,5,5,7
puppet-ironic,8,9,0,1,0.7916666666666666,3,2,3,24
os-client-config,17,18,0,0,0.38461538461538464,4,7,9,13
os-client-config,16,17,0,1,0.8181818181818182,4,3,4,11
os-client-config,15,16,0,1,1.0,4,1,1,1
os-client-config,14,15,0,1,0.5714285714285714,4,4,4,7
os-client-config,13,14,0,1,0.6666666666666666,4,2,1,3
os-client-config,12,13,0,1,0.6666666666666666,4,2,2,6
os-client-config,11,12,0,1,0.625,4,3,4,8
os-client-config,10,11,0,0,0.25,4,4,4,4
os-client-config,9,10,0,1,1.0,4,1,1,2
python-valenceclient,17,18,0,1,1.0,4,1,1,1
python-valenceclient,16,17,0,1,1.0,4,1,1,2
python-valenceclient,15,16,0,1,0.75,4,2,2,4
python-valenceclient,14,15,0,1,1.0,4,1,1,1
openstack-ansible-os_heat,17,18,0,0,0.4838709677419355,3,10,15,31
openstack-ansible-os_heat,16,17,0,1,0.7777777777777778,3,3,5,9
openstack-ansible-os_heat,15,16,0,1,0.5769230769230769,3,5,11,26
openstack-ansible-os_heat,14,15,0,1,0.5185185185185185,3,5,12,27
openstack-ansible-os_heat,13,14,0,1,0.5925925925925926,3,7,14,54
